PPT,Condition,RT,Correct
1,2,0.484802959,1
1,2,0.468073359,1
1,2,0.518146541,1
1,1,0.568271713,1
1,1,0.418091365,1
1,1,0.45142587,1
1,2,0.451330914,1
1,1,0.634970086,1
1,1,0.634973976,1
1,1,0.534877632,1
1,1,0.468169449,1
1,1,0.401404102,1
1,2,0.568078616,1
1,2,0.65163438,1
1,2,0.468015256,1
1,2,0.601607768,1
1,1,0.484874006,1
1,1,0.534900097,1
1,1,0.351328969,1
1,1,0.3845977,1
1,2,0.401501119,1
1,2,0.518245646,1
1,2,0.568233539,1
1,2,0.568282135,1
1,2,0.518059271,1
1,1,0.534948666,1
1,1,0.518103884,1
1,1,0.901937014,1
1,1,0.568279667,1
1,1,0.484855218,1
1,1,0.501471007,1
1,2,0.484774663,1
1,1,0.518159295,1
1,2,0.75172689,1
1,1,0.534839709,1
1,2,0.584885557,1
1,2,0.468110621,1
1,1,0.451450711,1
1,2,0.468138194,1
1,1,0.484864437,1
1,2,0.718409962,1
1,1,0.818542807,1
1,1,0.468094274,1
1,1,0.401401631,1
1,2,0.501474968,1
1,2,0.534899518,1
1,2,0.601692001,1
1,2,0.401476853,1
1,1,0.384694195,1
1,1,0.334567977,1
1,1,0.368076527,1
1,2,0.384688202,1
1,2,0.351331548,1
1,2,0.484718807,1
1,2,0.384729274,1
1,1,0.368094509,1
1,2,0.484893727,1
1,1,0.451351648,1
1,2,0.317951892,1
1,2,0.401377336,1
1,2,0.551592226,1
1,1,0.367982538,1
1,2,0.417836999,1
1,2,0.334698629,0
1,1,0.384687546,1
1,1,0.518223463,1
1,1,0.43482636,1
1,1,0.401389217,1
1,2,0.401399418,1
1,2,0.384723326,1
1,1,0.635020896,1
1,1,0.635057747,1
1,2,0.468113147,1
1,2,0.55166673,1
1,1,0.434735552,1
1,2,0.701778574,1
1,2,0.584845069,1
1,1,0.384602254,1
1,1,0.501504257,1
1,2,0.434748013,1
1,1,0.418099852,1
1,1,0.56818617,1
1,2,0.334604544,1
1,1,0.418046705,1
1,1,1.085533278,1
1,1,0.434840046,1
1,1,0.351368635,1
1,2,0.384645084,1
1,2,0.368039103,1
1,2,0.368054063,1
1,1,0.551425548,1
1,2,0.534999191,1
1,2,0.484869859,1
1,1,0.368007059,1
1,2,0.401381733,1
1,1,0.434831223,1
1,1,0.53483207,0
1,2,0.568209698,1
1,2,0.601665829,1
1,1,0.451485358,1
1,1,0.401448708,1
1,2,0.518176477,1
1,1,0.451445334,1
1,1,0.434816269,1
1,2,0.434818993,1
1,1,0.418128885,1
1,2,0.601571911,1
1,2,0.501552604,1
1,1,0.484819678,0
1,2,0.501572008,1
1,2,0.368042905,1
1,1,0.468020727,1
1,2,0.418037032,1
1,2,0.418035266,1
1,1,0.451475564,1
1,1,0.401450394,1
1,1,0.317979241,1
1,2,0.468179012,0
1,1,0.368026268,1
1,2,0.63502548,1
1,2,0.501480417,1
1,2,0.484764956,1
1,1,0.40145066,1
1,1,0.401417653,1
1,1,0.434700539,1
1,2,0.451417534,1
1,2,0.568296098,1
1,2,0.55157184,1
1,1,0.468012192,1
1,1,0.351358379,1
1,1,0.468160199,1
1,1,0.53482736,1
1,1,0.451428872,1
1,2,0.501392757,1
1,1,0.484804416,1
1,1,0.451472451,1
1,2,0.484789238,1
1,1,0.468025169,1
1,1,0.518258235,1
1,1,0.518217525,1
1,1,0.46814524,1
1,2,0.935295062,1
1,1,0.334600773,1
1,2,0.551593025,1
1,2,0.384788194,1
1,2,0.518213081,1
1,1,0.534925502,1
1,1,0.518214479,1
1,2,0.434715915,0
1,1,0.618342848,1
1,2,0.534857874,1
1,2,0.518237897,1
1,2,0.518171139,1
1,1,0.418009942,1
1,2,0.76851122,1
1,2,0.434473111,1
1,2,0.735135354,1
1,1,0.368019159,1
1,1,0.384703746,1
1,2,0.484879709,1
1,1,0.334664113,1
1,2,0.384724266,1
1,1,0.584998151,1
1,1,0.368010217,1
1,1,0.451337625,1
1,1,0.685032048,1
1,2,0.384598149,1
1,2,0.46816594,1
1,2,0.618349203,1
1,2,0.40139374,0
1,2,0.484813136,1
1,1,0.401355376,1
1,1,0.401388524,0
1,2,0.501530721,1
1,1,0.952059607,1
1,1,1.185664985,1
1,2,0.518196861,1
1,1,0.801898108,0
1,2,0.451454265,1
1,1,0.40138821,1
1,2,0.401269691,1
1,1,0.334702203,1
1,2,0.60168724,1
1,2,0.401440435,1
1,2,0.418040988,1
1,2,0.88523233,1
1,1,0.584931693,1
1,1,0.401354297,1
1,1,0.568213669,1
1,1,0.51822785,1
1,2,0.935295615,1
1,1,0.417790509,0
1,2,0.434725438,1
1,2,0.501545342,1
1,1,0.48457081,1
1,1,0.634865979,1
1,2,0.501414042,1
1,1,1.202315051,1
1,2,0.684946857,1
1,2,0.367908356,0
1,2,0.468073982,1
1,2,0.434768409,1
1,2,0.468121062,1
1,1,0.384775832,1
1,1,0.451384835,1
1,2,0.451391815,1
1,2,0.401451318,1
1,1,0.484843887,1
1,1,0.468068238,1
1,2,0.401428674,1
1,1,0.484807263,1
1,1,0.60158778,1
1,2,0.501507058,1
1,1,0.518163313,1
1,1,0.401358967,1
1,2,0.451393451,1
1,2,0.351324777,1
1,2,0.434819748,1
1,1,0.418026692,1
1,2,0.40142281,1
1,1,0.418102443,1
1,1,0.468119595,1
1,2,0.434681665,1
1,1,0.451424545,1
1,1,0.418071837,1
1,1,0.418098383,1
1,2,0.501464544,1
1,1,0.53482107,1
1,2,0.501485444,1
1,2,0.401405707,1
1,2,0.434674461,1
1,1,0.451460314,1
1,1,0.434821491,1
1,2,0.585004923,1
1,2,0.584891759,1
1,1,0.418160908,1
1,1,0.801906637,1
1,2,0.651604403,1
1,2,0.818483428,1
1,1,0.484781831,1
1,1,0.584888579,1
1,2,0.601481739,1
1,2,0.50150134,1
1,1,0.551568331,1
1,1,0.518225954,1
1,1,0.55162204,1
1,2,0.468145804,0
1,2,0.451400651,1
1,2,0.451503578,1
1,2,0.468063339,1
1,1,0.534928934,1
1,2,0.43484821,1
1,1,0.434757025,1
1,2,0.50149389,1
1,2,0.51819097,1
1,2,0.468086918,1
1,1,0.401451467,1
1,1,0.43475209,1
1,2,0.351248789,0
1,2,0.468046393,1
1,1,0.434774279,1
1,2,0.418105466,0
1,1,0.434736554,1
1,1,1.202247832,1
1,1,0.367995325,1
1,2,0.368084928,1
1,1,0.601629888,1
1,2,0.401397075,1
1,1,0.434798599,1
1,2,0.367937124,1
1,1,0.317919918,1
1,1,0.234570734,1
1,1,0.351384724,1
1,2,0.418040615,1
1,2,0.35128476,0
1,1,0.451435038,1
1,1,0.334645499,1
1,1,0.434822372,1
1,1,0.318041295,1
1,2,0.318027782,1
1,1,0.35120746,0
1,1,0.568220513,1
1,2,0.368000524,1
1,2,0.384786605,1
1,2,0.334624084,1
1,1,0.484878515,1
1,1,0.43483467,1
1,1,0.418146459,1
1,1,0.434828779,1
1,2,0.334623758,1
1,1,0.401365708,1
1,1,0.367985691,1
1,1,0.418146859,1
1,1,0.401355587,1
1,2,0.418011401,1
1,1,0.368005976,1
1,2,0.368048229,1
1,2,0.58495849,1
1,2,0.418079708,1
1,2,0.318031752,1
1,2,0.334603786,1
1,1,0.301227693,1
1,2,0.33473784,0
1,2,0.534871438,1
1,1,0.534945726,0
1,2,0.551562218,1
1,2,0.368035182,1
1,1,0.484808846,1
1,2,0.585037839,1
1,2,0.401413262,1
1,2,0.384717221,1
1,2,0.334713576,1
1,2,0.334710426,1
1,1,0.284563768,1
1,1,0.301354305,1
1,2,0.568256951,1
1,1,0.367935118,1
1,1,0.401367765,1
1,1,0.618343179,1
1,1,0.401343466,1
1,2,0.468007668,0
1,2,0.601649748,1
1,2,0.651720018,1
1,2,0.368061181,1
1,1,0.718366016,1
1,1,0.301257573,0
1,2,0.634966991,1
1,2,0.418039058,1
1,2,0.351346845,1
1,2,0.46809979,1
1,1,0.334608102,1
1,2,0.368008198,1
1,1,0.384685314,1
1,1,0.417980994,1
1,2,0.451556189,1
1,2,0.368031053,1
1,2,0.401450963,1
1,1,0.418116614,1
1,1,0.451268857,1
1,2,0.635058428,1
1,2,0.368093912,1
1,1,0.334558291,1
1,1,0.36801478,1
1,1,0.384661801,1
1,1,0.368072473,1
1,2,0.367981992,1
1,1,0.334694811,1
1,1,0.434821466,1
1,1,0.351366951,1
1,2,0.418026366,1
1,1,0.317930557,1
1,2,0.434764138,1
1,2,0.401349711,1
1,2,0.401425843,1
1,2,0.468181746,1
1,2,0.351377329,1
1,2,0.334624132,0
1,1,0.484831766,1
1,1,0.418020953,1
1,1,0.334597613,1
1,2,0.368063554,1
1,1,0.384793965,1
1,2,0.367981992,1
1,1,0.351216566,1
1,2,0.451453712,1
1,2,0.401299315,1
1,1,0.351330134,1
1,1,0.434768042,1
1,1,0.368012522,1
1,1,0.384716355,1
1,2,0.351283888,1
1,2,0.334681492,1
1,2,0.351383378,1
1,1,0.384695689,1
1,2,0.301259705,1
1,1,0.384693808,1
1,1,0.401355156,1
1,2,0.418030486,0
1,1,0.384745299,1
1,2,0.317951114,0
1,2,0.384777947,1
1,2,0.401341058,1
1,1,0.317676222,1
1,2,0.317851754,1
1,1,0.334577829,1
1,2,0.401349559,1
1,2,0.317928114,1
1,1,0.418100986,1
1,2,0.384700966,1
1,2,0.451433004,1
1,1,0.351348003,1
1,1,0.351318139,1
1,1,0.33445973,1
1,1,0.318004236,1
1,1,0.434742963,1
1,2,0.584901617,1
1,2,0.451426203,1
1,2,0.451443482,1
1,1,0.468181533,1
1,2,0.384761385,1
1,2,0.4514694,1
1,2,0.418062085,1
1,1,0.418078115,1
1,2,0.334624843,1
1,2,0.301348693,1
1,2,0.284572351,0
1,1,0.434781283,1
1,1,0.468095589,1
1,2,0.518251953,1
1,2,0.367896637,1
1,1,0.384725271,1
1,1,0.38478648,1
1,1,0.318033068,1
1,2,0.401386687,1
1,1,0.401423245,1
1,1,0.317935929,0
1,1,0.501301969,1
1,2,0.368017381,1
1,1,0.568206207,1
1,2,0.384591334,1
1,2,0.451452766,1
1,1,0.467828496,1
1,2,0.484780997,1
1,1,0.401459061,1
1,1,0.334346748,1
1,1,0.351349938,1
1,1,0.418134251,1
1,2,0.351397314,1
1,2,0.451482148,1
1,1,0.334668572,1
1,1,0.317932964,1
1,2,0.31793037,1
1,2,0.317963637,0
1,1,0.451429265,1
1,1,0.384742882,1
1,2,0.401363164,0
1,2,0.518232086,1
1,2,0.384452099,1
1,1,0.384716719,1
1,1,0.301280535,1
1,2,0.26793602,1
1,1,0.38468225,1
1,2,0.301311112,0
1,1,0.568194105,1
1,2,0.351296652,1
1,1,0.367943209,1
1,1,0.451352153,1
1,1,0.284627469,0
1,2,0.534875446,0
1,1,0.484758069,1
1,2,0.518202826,1
1,1,0.418039227,1
1,1,0.434713927,1
1,1,0.38474834,1
1,2,0.401411099,1
1,1,0.401432356,1
1,1,0.48479779,1
1,1,0.401481229,1
1,2,0.351220097,1
1,2,0.418009195,1
1,2,0.551544015,1
1,2,0.351340163,1
1,1,0.384741436,1
1,2,0.351403547,1
1,2,0.384663164,1
1,2,0.401418984,1
1,2,0.384715964,1
1,1,0.418100007,1
1,1,0.484886678,1
1,1,0.367980621,1
1,2,0.451335525,0
1,1,0.451479022,1
1,1,0.401377802,1
1,2,0.351317265,1
1,1,0.401458754,1
1,2,0.351271045,1
1,2,0.384660016,1
1,2,0.468178597,1
1,1,0.451413376,1
1,2,0.317981977,1
1,2,0.384691397,1
1,1,0.351008899,1
1,2,0.30126684,1
1,1,0.301235613,1
1,1,0.317974938,1
1,2,0.367972741,0
1,1,0.518163762,1
1,2,0.351240244,1
1,1,0.384770844,1
1,1,0.31794164,1
1,2,0.334619775,1
1,2,0.284544473,1
1,1,0.401393586,1
1,2,0.33477173,0
1,1,0.584852844,1
1,2,0.401367497,1
1,2,0.468084674,1
1,1,0.351329452,1
1,2,0.267949638,0
1,2,0.401347305,1
1,1,0.368057756,1
1,1,0.368027419,1
1,1,0.334583175,1
1,2,0.484836444,1
1,1,0.368038571,1
1,2,0.317946974,1
1,2,0.384684492,1
1,1,0.367981708,0
1,1,0.351365177,1
1,1,0.4014004,1
1,1,0.334612156,1
1,2,0.584923024,1
1,1,0.317848919,1
1,1,0.351337039,1
1,2,0.317982675,0
1,1,0.401421946,1
1,2,0.43479283,1
1,1,0.384690538,1
1,1,0.434768545,1
1,2,0.401396469,1
1,1,0.384707834,1
1,2,0.351290589,1
1,2,0.468173125,1
1,2,0.885217183,1
1,1,0.484762249,1
1,1,0.41804187,1
1,2,0.484829689,1
1,1,0.367992855,1
1,1,0.434490958,1
1,1,0.351311142,1
1,2,0.484791399,1
1,2,0.384590089,1
1,1,0.418121212,1
1,2,0.418084465,1
1,1,0.367908996,1
1,2,0.351319111,1
1,2,0.418102344,1
1,2,0.38469754,1
1,2,0.451509537,1
1,2,0.451437291,1
1,2,0.418090696,1
1,1,0.501446706,1
1,2,0.418041637,1
1,2,0.317913065,1
1,1,0.368051288,1
1,2,0.368082916,1
1,1,0.301260932,1
1,1,0.468169635,1
1,1,0.418144645,1
1,2,0.434857907,1
1,2,0.368003833,1
1,2,0.418131216,1
1,2,0.384715623,1
1,1,0.334498679,1
1,2,0.401373782,1
1,1,0.368033973,1
1,2,0.284554171,1
1,1,0.551551465,1
1,1,0.368025387,1
1,1,0.384696359,1
1,1,0.384716035,1
1,2,0.367972688,1
1,2,0.351280557,1
1,2,0.334624037,1
1,2,0.367906691,1
1,1,0.384704949,1
1,1,0.351320877,1
1,1,0.384615391,1
1,1,0.334606796,1
1,1,0.351342718,1
1,2,0.551564613,1
1,1,0.368061979,1
1,1,0.351364219,1
1,2,0.551515049,1
1,1,0.418074511,1
1,1,0.351339,1
1,1,0.451516308,1
1,1,0.401311054,1
1,1,0.384699403,1
1,1,0.31798508,1
1,2,0.384660945,1
1,1,0.3180283,1
1,2,0.351353383,1
1,2,0.451455938,1
1,2,0.418118211,1
1,2,0.451476692,1
1,2,0.368005741,1
1,1,0.367990259,1
1,2,0.351295053,1
1,2,0.35136058,1
1,2,0.418078064,1
1,1,0.434734174,1
1,2,0.484852563,1
1,1,0.301288924,1
1,2,0.518181305,1
1,2,0.368016645,1
1,2,0.434798215,1
1,2,0.434792246,1
1,1,0.434795166,1
1,1,0.368055754,1
1,1,0.384695704,1
1,2,0.534935548,1
1,2,0.31795855,1
1,1,0.551532875,1
1,1,0.384761396,1
1,1,0.351319215,1
1,1,0.518104804,1
1,2,0.434712832,1
1,1,0.451433514,1
1,2,0.451478041,1
1,2,0.48479502,1
1,2,0.384606847,1
1,2,0.31801662,1
1,2,0.451412229,1
1,2,0.317906692,1
1,2,0.401308175,1
1,1,0.334697125,1
1,2,0.334734064,1
1,2,0.584915018,1
1,2,0.401385981,1
1,1,0.334636545,1
1,1,0.217896036,1
1,1,0.451319683,1
1,1,0.301255364,1
1,1,0.33436419,0
1,1,0.317914039,1
1,1,0.434728576,1
1,1,0.351323189,1
1,1,0.484861806,1
1,2,0.368089612,1
1,1,0.368036229,1
1,2,0.468078868,1
1,1,0.4014113,1
1,1,0.301297038,1
1,2,0.401359653,1
1,1,0.301272041,0
1,1,0.568224099,1
1,2,0.401451965,1
1,2,0.40131282,1
1,1,0.484757482,1
1,2,0.568226018,1
1,2,0.434663737,0
1,2,0.518270389,1
1,1,0.384630781,1
1,2,0.418048434,1
1,2,0.401392853,0
1,2,0.534871734,1
1,2,0.551577868,1
1,2,0.451399291,1
1,2,0.351306938,1
1,2,0.334693002,1
1,1,0.351332566,1
1,1,0.368073703,1
1,1,0.334604101,1
1,1,0.63492264,1
1,2,0.484812505,1
1,1,0.40139844,1
1,1,0.4848971,1
1,1,0.334667811,1
1,2,0.501522594,1
1,1,0.418083107,1
1,2,0.284651697,0
1,2,0.584803323,1
1,1,0.451377763,1
1,1,0.384654994,1
1,2,0.384690921,1
1,2,0.501404585,1
1,2,0.351281151,1
1,1,0.368025111,1
1,1,0.334659238,1
1,1,0.334665909,1
1,1,0.334724973,1
1,1,0.31788062,1
1,1,0.301250707,1
1,2,0.367956518,1
1,2,0.334609656,1
1,2,0.334705998,1
1,1,0.301340992,1
1,1,0.401457915,1
1,1,0.401415335,1
1,2,0.368061109,0
1,1,0.38474059,1
1,1,0.434777511,1
1,2,0.384710363,1
1,2,0.317956459,1
1,2,0.284629208,0
1,2,0.318012263,1
1,2,0.284474803,1
1,2,0.401414582,1
1,1,0.351304431,1
1,1,0.367986755,1
1,1,0.367974961,1
1,2,0.384712135,0
1,1,0.434701163,1
1,1,0.368065999,1
1,1,0.301034927,1
1,2,0.401422904,1
1,2,0.317931967,1
1,2,0.334621583,1
1,2,0.367998013,1
1,1,0.351324824,1
1,2,0.351412361,1
1,2,0.418088757,1
1,1,0.301329968,1
1,1,0.367935844,1
1,1,0.301269233,1
1,1,0.301293672,0
1,1,0.468048851,1
1,2,0.317954326,1
1,2,0.301340209,1
1,1,0.284618876,1
1,2,0.284575958,1
1,1,0.251160376,1
1,2,0.351302371,1
1,2,0.368147847,1
1,2,0.401401957,1
1,2,0.368095683,1
1,1,0.334626681,1
1,1,0.401440091,1
1,1,0.367999854,1
1,1,0.36796756,1
1,1,0.284557113,1
1,2,0.418084273,1
1,1,0.301184676,1
1,2,1.202300722,1
1,1,0.40138036,1
1,1,0.351303465,1
1,1,0.351424456,1
1,2,0.33463244,1
1,2,0.418086679,1
1,2,0.334536414,1
1,1,0.317946462,1
1,2,0.301292921,1
1,1,0.284613752,1
1,1,0.201240816,0
1,2,0.384620015,1
1,2,0.284630184,1
1,1,0.351326857,1
1,1,0.351358518,1
1,1,0.401456033,1
1,1,0.317903347,1
1,1,0.334721957,1
1,2,0.368066018,1
1,1,0.367993645,1
1,2,0.284544865,0
1,1,0.451415449,1
1,2,0.317956862,1
1,2,0.36803548,1
1,2,0.368010642,1
1,2,0.368017493,1
1,1,0.317941853,1
1,1,0.301311131,0
1,1,0.61827916,1
1,2,0.317929195,1
1,2,0.351050215,1
1,1,0.284643896,1
1,1,0.384710029,1
1,2,0.317983087,1
1,1,0.351333855,1
1,2,0.301262658,0
1,2,0.334624682,1
1,2,0.418038053,1
1,1,0.301300266,1
1,2,0.251204165,1
1,2,0.334668405,1
1,2,0.401364254,1
1,1,0.301413564,1
1,1,0.334602406,1
1,2,0.301297173,1
1,2,0.401353457,1
1,2,0.468179309,1
1,2,0.334632316,1
1,1,0.434657207,1
1,2,0.434805482,1
1,1,0.317967492,1
1,2,0.284588429,1
1,1,0.418128469,1
1,2,0.434811074,1
1,1,0.301258616,1
1,2,0.317951632,1
1,2,0.468087589,1
1,1,0.301241393,0
1,1,0.368028851,1
1,1,0.401335676,1
1,2,0.301350771,1
1,2,0.40138715,0
1,2,0.334684379,1
1,1,0.351290055,1
1,2,0.31792554,1
1,2,0.368074222,1
1,2,0.351395366,1
1,1,0.368068571,1
1,1,0.351340312,1
1,1,0.284507767,1
1,1,0.301225197,1
1,1,0.468029543,1
1,2,0.401447293,1
1,1,0.301245525,1
1,1,0.284554395,1
1,1,0.284540571,1
1,2,0.367971402,1
1,1,0.267861819,1
1,2,0.368085034,1
1,2,0.318003789,1
1,2,0.3179586,0
1,2,0.418138884,1
1,2,0.267953417,1
1,2,0.33461107,1
1,2,0.284621752,0
1,1,0.301209894,1
1,1,0.317982243,1
1,2,0.334662079,0
1,2,0.367963496,1
1,1,0.301325011,0
1,1,0.301276889,1
1,2,0.401404478,1
1,2,0.334652955,1
1,1,0.284606403,1
1,1,0.30123675,1
1,1,0.451148601,1
1,1,0.351323043,1
1,2,0.284502836,0
1,2,0.501572729,1
1,2,0.368082851,1
1,1,0.284585518,1
1,2,0.551616074,1
1,1,0.351309517,1
1,1,0.301238159,1
1,1,0.284655459,1
1,2,0.267934665,0
1,2,0.31792011,1
1,2,0.418115652,1
1,1,0.317977339,1
1,1,0.301264031,1
1,2,0.301327224,1
1,1,0.351292377,1
1,1,0.317737575,1
1,1,0.334662116,1
1,1,0.43482055,1
1,2,0.301243136,1
1,2,0.384675682,1
1,1,0.31795838,1
1,2,0.334670057,1
1,1,0.284549727,1
1,1,0.284610525,1
1,1,0.334679567,1
1,2,0.351288855,1
1,2,0.334699998,0
1,1,0.384720911,1
1,1,0.334651171,1
1,2,0.367984212,1
1,1,0.418149847,1
1,2,0.334676216,1
1,1,0.317981033,1
1,2,0.317955226,1
1,1,0.301244368,1
1,2,0.301240377,0
1,2,0.284584101,0
1,1,0.367986105,1
1,1,0.334597727,1
1,1,0.351295467,1
1,2,0.401388567,1
1,1,0.334719946,1
1,2,0.301336051,0
1,1,0.351218704,1
1,2,0.434761954,1
1,1,0.334654962,1
1,1,0.284535505,1
1,2,0.301262255,0
1,2,0.468189965,1
1,1,0.317923555,1
1,2,0.334663658,0
1,2,0.401456909,0
1,2,0.384664174,1
1,2,0.384746451,1
1,2,0.434766924,1
1,1,0.3679746,1
1,1,0.334705452,1
1,1,0.317953161,1
1,2,0.351366217,1
1,2,0.418115707,1
1,1,0.33451805,1
1,2,0.418007248,1
1,2,0.484869427,1
1,2,0.601659547,1
1,2,0.267980101,0
1,1,0.384748434,1
1,2,0.868570888,1
1,1,0.368007269,1
1,1,0.317992717,1
1,1,0.301236053,1
1,1,0.318025538,1
1,2,0.351212819,1
1,1,0.368041579,1
1,1,0.401107776,1
1,1,0.267933033,1
1,2,0.468157362,1
1,2,0.351341564,1
1,1,0.284556427,1
1,2,0.31796491,0
1,2,0.367992067,1
1,2,0.334646143,1
1,2,0.534833644,1
1,1,0.401392066,1
1,2,0.318055849,1
1,2,0.351299772,1
1,2,0.417754169,0
1,2,0.618328562,1
1,2,0.368022038,1
1,2,0.401379065,1
1,1,0.317659368,1
1,2,0.351303786,1
1,2,0.401403832,0
1,1,0.334602983,1
1,2,0.418067157,1
1,2,0.267904211,1
1,1,0.3346303,1
1,2,0.301323464,1
1,1,0.284537438,1
1,2,0.401461723,1
1,1,0.334691989,1
1,1,0.334652753,1
1,2,0.217879063,1
1,1,0.43478874,1
1,2,0.317956362,0
1,1,0.368034969,1
1,1,0.317943234,1
1,1,0.301305855,1
1,2,0.35135009,1
1,2,0.334610611,0
1,1,0.33471151,1
1,1,0.284637374,0
1,1,0.351328925,1
1,1,0.334695563,1
1,1,0.284667105,1
1,2,0.317910564,0
1,1,0.301290356,1
1,2,0.40141962,1
1,1,0.267958209,1
1,1,0.318012337,1
1,2,0.434812703,1
1,1,0.35140594,1
1,2,0.401367182,1
1,1,0.351293194,1
1,2,0.301303576,0
1,1,0.368039406,1
1,2,0.48479422,1
1,2,0.368080096,0
1,1,0.534854644,1
1,1,0.301320741,1
1,2,0.468146724,1
1,2,0.251218376,1
1,1,0.284533323,1
1,2,0.251094231,1
1,1,0.251182524,0
1,2,0.568294012,1
1,2,0.267885292,0
1,1,0.501388573,1
1,2,0.351373263,1
1,2,0.334599945,1
1,2,0.468073225,1
1,1,0.317975219,1
1,2,0.434744229,1
1,2,0.484843179,1
1,1,0.367973948,1
1,1,0.351361798,1
1,1,0.301321124,1
1,2,0.368029238,1
1,2,0.36807845,1
1,2,0.267865006,0
1,1,0.434759757,1
1,1,0.301342339,1
1,1,0.334546681,1
1,1,0.367975431,1
1,1,0.367990189,1
1,1,0.401299917,1
1,1,0.334709587,1
1,2,0.451433288,1
1,1,0.367925262,1
1,1,0.318039228,1
1,2,0.317940136,1
1,2,0.267968412,1
1,1,0.317971922,1
1,1,0.284502137,0
1,1,0.551628922,1
1,2,0.384767679,1
1,2,0.418089886,1
1,1,0.384701611,1
1,1,0.384787324,1
1,1,0.368080179,1
1,2,0.418111761,1
1,2,0.351346157,1
1,2,0.50156374,1
1,1,0.351452361,0
1,2,0.534895639,1
1,2,0.401457324,1
1,2,0.518157688,1
1,1,0.301251518,1
1,2,0.317932229,1
1,1,0.384687146,1
1,2,0.501557306,1
1,1,0.351363332,1
1,1,0.317659925,1
1,2,0.234535914,0
1,2,0.434819399,1
1,2,0.368074276,1
1,2,0.418045276,1
1,2,0.334628677,1
1,2,0.267930145,1
1,2,0.301273634,1
1,2,0.251172705,0
1,1,0.451424456,1
1,1,0.317946265,1
1,2,0.301277278,1
1,2,0.28456226,1
1,1,0.317940919,0
1,2,0.51826576,1
1,1,0.351368182,1
1,2,0.217715525,0
1,1,0.384726487,1
1,1,0.534892814,1
1,1,0.234586144,0
1,2,0.634842307,1
1,1,0.351227586,1
1,1,0.317969761,0
1,1,0.351314482,1
1,1,0.401361099,1
1,1,0.351228039,1
1,2,0.484793592,1
1,2,0.334630508,1
1,2,0.384692168,1
1,1,0.334713377,1
1,1,0.267893814,1
1,2,0.317993106,1
1,1,0.4177682,1
1,2,0.434736502,1
1,1,0.33462598,1
1,1,0.334660833,1
1,1,0.384631881,1
1,2,0.668301732,1
1,1,0.384723312,1
1,2,0.38476666,1
1,1,0.384725811,1
1,2,0.334663688,1
1,1,0.301343765,1
1,1,0.468088375,1
1,1,0.368066635,1
1,2,0.368006432,1
1,2,0.3179006,1
1,1,0.334712189,1
1,2,0.334400453,1
1,2,0.568227272,1
1,2,0.468030058,1
1,1,0.334656282,1
1,2,0.334689807,1
1,1,0.317938854,1
1,1,0.334698114,1
1,1,0.384740686,1
1,2,0.317904111,1
1,2,0.234533645,1
1,1,0.267844562,1
1,1,0.217911631,0
1,2,0.33462578,1
1,2,0.301240582,0
1,1,0.351346041,1
1,1,0.368131279,1
1,2,0.284471746,1
1,1,0.468154471,1
1,2,0.468102482,1
1,1,0.351242871,1
1,1,0.401288495,1
1,1,0.418054018,1
1,1,0.451520619,1
1,2,0.351336978,1
